"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"JRL","JINDALEE RESOURCES LIMITED","Materials","11/07/2002",123364777
"JRV","JERVOIS GLOBAL LIMITED","Materials","01/12/1980",199662726
"JTL","JAYEX TECHNOLOGY LIMITED","Health Care Equipment & Services","17/12/2015",3375342
"JXT","JAXSTA LTD","Software & Services","21/09/2010",18460518
"JYC","JOYCE CORPORATION LTD","Consumer Discretionary Distribution & Retail","17/12/1986",80382236
"K2F","K2FLY LIMITED","Software & Services","19/02/2008",14025184
"KAI","KAIROS MINERALS LIMITED","Materials","30/05/1973",41245963
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",3633883
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",18322475
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1148109142
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",36696760
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",32493490
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999",8513513
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",11660148
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",335077200
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",63060002
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",1967928
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",13428750
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",5224967
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",56823622
"KGLN","KGL RESOURCES LIMITED","Materials","17/03/2005",56823622
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",486127505
"KIL","KILAND LTD","Materials","08/07/2002",142560006
"KIN","KIN MINING NL","Materials","02/10/2013",43591570
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",613906369
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",68689590
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",3744000
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016",65014791
"KLO","KINGSLAND GLOBAL LTD","Real Estate Management & Development","11/12/2015","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1916205
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1764676272
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",754028585
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",27198792
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",5029462
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",13055754
"KNI","KUNIKO LIMITED","Materials","24/08/2021",28911713
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987",9028712
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",15129709
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",20029167
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",10277400
"KOV","KORVEST LTD","Capital Goods","17/09/1970",83349281
"KP2","KORE POTASH PLC","Materials","07/11/2017",47907120
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",206100000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",19697545
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",43646538
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",15535249
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",270960986
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",220940643
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987",43643634
"KSS","KLEOS SPACE S.A","Commercial & Professional Services","24/08/2018","SUSPENDED"
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",9084415
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KWR","KINGWEST RESOURCES LIMITED","Materials","24/08/2018","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",39080913
"KZA","KAZIA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/1994",43325532
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",21336889
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",8480005
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",97223287
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",406562547
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",90726896
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",12944107
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",18006058
"LCL","LOS CERROS LIMITED","Materials","02/10/2007",29389265
"LCT","LIVING CELL TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","01/09/2004",16381521
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",89695567
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",24026433
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",4371301
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",142172382
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",98335350
"LER","LEAF RESOURCES LTD","Materials","05/01/1999",30930583
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",34498470
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1130150408
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1341182869
"LGI","LGI LIMITED","Utilities","04/10/2022",219851490
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",213615696
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",14146069
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",53796569
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004",6296336
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1688403866
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",379309318
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",14590482
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",192060069
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",43352304
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",896140165
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985",57825090
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",4480000
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",5466323975
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021","SUSPENDED"
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022",874246872
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013",169121098
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",20591460
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",208687109
"LME","LIMEADE INC.","Software & Services","20/12/2019",37426878
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",106559237
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",21111927
"LMLND","LINCOLN MINERALS LIMITED","Materials","09/03/2007",21111927
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","Commercial & Professional Services","27/10/2015",1046494461
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",16823634
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",10767075
"LNW","LIGHT & WONDER INC.","Class Pend","22/05/2023",
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",48945036
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",255356588
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",2713049673
"LPD","LEPIDICO LTD","Materials","19/04/1994",76377717
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",8373345
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","Materials","24/06/2016",223329634
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",35492600
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",5171955
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",135774079
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",11513848
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",457347885
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",39455109
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",14889773
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",11871114
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1775860669
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",10138685
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",64929357
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",6183350093
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",12290063
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",2229379
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",20776658
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999",13615754
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6891558220
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",6350400
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",420848993
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",6827656
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",6403250
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",2715264
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",3697560
"M3M","M3 MINING LIMITED","Materials","29/07/2021",4093171
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",5964233
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",127035372
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",960000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",862854853
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",41268528
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",269373227
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",77921301
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",23351637
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",111833438
"MAQ","MACQUARIE TELECOM GROUP LIMITED","Telecommunication Services","27/09/1999",1290502917
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",16480295
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",129889038
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",129889038
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",279726941
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",56390387
"MBK","METAL BANK LIMITED","Materials","02/03/2011",8847537
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022",1169508
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",111034241
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",69806774
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",44945554
"MCM","MC MINING LIMITED","Energy","24/04/1980",67943084
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",79172028
"MCR","MINCOR RESOURCES NL","Materials","16/06/1997",759351429
"MCT","METALICITY LIMITED","Materials","21/12/2005",7009079
"MCX","MARINER CORPORATION LIMITED","Financial Services","20/06/1986","SUSPENDED"
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",8542644141
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",5019147
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",119736546
"MDX","MINDAX LIMITED","Materials","08/12/2004",194328084
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",64548720
"MEB","MEDIBIO LIMITED","Health Care Equipment & Services","29/01/2001",4150594
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",49286626
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",10941589
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",361447989
"MEL","METGASCO LTD","Energy","23/12/2004",18086075
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",20149928
"MEU","MARMOTA LIMITED","Energy","21/11/2007",37587420
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",13354984319
"MFB","MY FOOD BAG GROUP LIMITED","Consumer Staples Distribution & Retail","05/03/2021",42426567
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",71190848
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",1548701532
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1529470909
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",5534550
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",2339463443
"MGG","MOGUL GAMES GROUP LTD","Media & Entertainment","19/10/2011","SUSPENDED"
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",1087057570
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",30149559
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",9233312908
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",36402340
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",17980096
"MGV","MUSGRAVE MINERALS LIMITED","Materials","29/04/2011",133021789
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",510056120
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",16149533
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",6504388
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",379688884
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",8032247
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",111150000
"MIH","MNC MEDIA INVESTMENT LTD","Media & Entertainment","13/09/2013","SUSPENDED"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","Commercial & Professional Services","19/11/2015",15328059
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",14735463653
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",25676291
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","15/12/2003",547889928
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",15187174
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",11834987
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",33533944
"MLG","MLG OZ LIMITED","Materials","04/05/2021",62637740
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",26314720
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",28530701
"MLX","METALS X LIMITED","Materials","26/08/2004",249498168
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",10333970
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",21218192
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",31500101
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",13378280
"MME","MONEYME LIMITED","Financial Services","12/12/2019",89489667
"MMI","METRO MINING LIMITED","Materials","04/12/2009",82912763
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",53103564
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1075984721
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",98904594
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1265930201
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005",209689639
"MOB","MOBILICOM LIMITED","Technology Hardware & Equipment","02/05/2017",9950075
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",3945582
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",6179190
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",542239695
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",102418914
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",33886069
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",871329800
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",38682883
"MPG","MANY PEAKS GOLD LIMITED","Materials","16/03/2022",14172310
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",9694091405
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",26879822
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",5874066
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",37501134
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",68217011849
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",8834603
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",31806973
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",23354649
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022",4458687
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",49893483
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",403086297
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",7943675
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",15188145
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",6026475
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",915980428
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",5566902
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",1090431
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",70337219
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",2649513
"MTC","METALSTECH LIMITED","Materials","24/02/2017",62152857
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002",10106413
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",10601806
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",116410069
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",3649747256
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",453924589
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",11224560
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",67318037
"MWY","MIDWAY LIMITED","Materials","08/12/2016",64628804
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",44231028
"MXC","MGC PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",23447851
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",119722763
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",9150213
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",12443175
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",1724052143
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",18338957
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",28534557
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",591320747
"MYS","MYSTATE LIMITED","Banks","10/09/2009",371525135
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",313073380
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",21119662
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",14088892
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",84117519629
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",36437602
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",7179495
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",24432505
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",83725863
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",1587129086
"NBI","NB GLOBAL CORPORATE INCOME TRUST","Not Applic","26/09/2018",589003458
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",48685001
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",7146546
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",53985082
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",775980000
"NCL","NETCCENTRIC LIMITED","Media & Entertainment","06/07/2015",21225875
"NCM","NEWCREST MINING LIMITED","Materials","04/06/1987",24144229764
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",3393732573
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",2942972
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",31439255
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",1846788480
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",4620000
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",27540000
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",243941231
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022",10657828
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",2187997
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",59238220
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4508397027
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",34693163
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",3944830457
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",2691588973
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",27943089
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",6047313
"NKL","NICKELX LIMITED","Materials","07/05/2021",5013246
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",3903466
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011",34567370
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",3724301
"NMT","NEOMETALS LTD","Materials","10/07/2002",337172117
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021",2855772
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",32839127
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",139254685
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",11622000
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",20783199
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",47411916
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",14319660
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",9145132
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021",241592235
"NRX","NORONEX LIMITED","Materials","15/11/2017",4039064
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",14203693
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",96941363
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",14415240
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3411407958
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",15309224078
"NSX","NSX LIMITED","Financial Services","13/01/2005",20050831
"NTD","NATIONAL TYRE & WHEEL LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",71956116
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",43695474
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",6352554
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",6405591
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",203279972
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",13457793
"NUF","NUFARM LIMITED","Materials","10/11/1988",2195335153
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010",22294240
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",70648075
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",10660874
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",503949983
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",75797714
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012",222972554
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1037637054
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",3233995893
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",7915879
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",16227305749
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",16227305749
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",357584140
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",2865209846
"NXL","NUIX LIMITED","Software & Services","04/12/2020",330199124
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",27338078
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",114912722
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",5412423749
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",4755000
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",12948722
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",97461848
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",178396206
"NZO","NEW ZEALAND OIL & GAS LIMITED","Energy","25/09/2020",92939598
